City,Name,Cuisine,Neighborhood,Address,Website,Lat,Lon,Place_ID,Google_Maps_URL,Google_Name,OpenTableUrl
Chicago,Akahoshi Ramen,Japanese,Logan Square,"2340 N California Ave Suite B, Chicago, IL 60647, USA",https://akahoshiramen.com/,41.9240215,-87.6975223,ChIJucBI0T7ND4gRQ5HxgIVv8B0,https://maps.google.com/?cid=2157346840695116099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Akahoshi Ramen,https://www.opentable.com/r/akahoshi-ramen-chicago
Chicago,Mirra,Mexican,Bucktown / Wicker Park,"1954 W Armitage Ave, Chicago, IL 60622, USA",https://www.mirrachicago.com/,41.9179598,-87.6773782,ChIJ2aDnNwDTD4gRKm8jfoElHRs,https://maps.google.com/?cid=1953759051445923626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mirra,https://www.opentable.com/r/mirra-chicago
Chicago,Fioretta,Steakhouse,West Loop,"318 N Sangamon St, Chicago, IL 60607, USA",https://www.fiorettasteak.com/,41.8873453,-87.6511929,ChIJY_deDJotDogRdrpCfcAanrM,https://maps.google.com/?cid=12942811793146952310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Fioretta,https://www.opentable.com/r/fioretta-chicago
Chicago,Momotaro,Japanese,West Loop,"820 W Lake St, Chicago, IL 60607, USA",https://www.momotarochicago.com/,41.885886,-87.64845,ChIJG4IdAdAsDogR1tSvuEq-QGU,https://maps.google.com/?cid=7296040624475591894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Momotaro,https://www.opentable.com/r/momotaro-chicago
Chicago,Daisies Chicago,American,Logan Square,"2375 N Milwaukee Ave, Chicago, IL 60647, USA",https://www.daisieschicago.com/,41.9244424,-87.6996148,ChIJMbRTOnvND4gRrup6n88Rwa4,https://maps.google.com/?cid=12592365616536152750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Daisies,https://www.opentable.com/r/daisies-chicago
Chicago,Boka,Contemporary American,Lincoln Park,"1729 N Halsted St, Chicago, IL 60614, USA",https://www.bokachicago.com/,41.9135551,-87.6480103,ChIJg7aSMj3TD4gRlHUmzqlebUI,https://maps.google.com/?cid=4786586062365816212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Boka,https://www.opentable.com/r/boka-chicago
Chicago,avec West Loop,Mediterranean,West Loop,"615 W Randolph St, Chicago, IL 60661, USA",https://www.avecrestaurant.com/,41.8842861,-87.643401,ChIJNYrg38UsDogRP1lxJuC05hw,https://maps.google.com/?cid=2082550752516069695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,avec Restaurant,https://www.opentable.com/r/bar-avec
Chicago,Hawksmoor Chicago,Steakhouse,River North,"500 N La Salle Dr, Chicago, IL 60654, USA",https://thehawksmoor.com/us/chicago,41.8909552,-87.6330204,ChIJ1W8bZAotDogRz5PYLjgokLU,https://maps.google.com/?cid=13083001139280516047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Hawksmoor Chicago,https://www.opentable.com/r/hawksmoor-chicago
Chicago,Brasero,Contemporary American,West Town,"1709 W Chicago Ave, Chicago, IL 60622, USA",https://www.braserochicago.com/,41.895705,-87.6702143,ChIJubDq1jItDogRirKGxOV-tC8,https://maps.google.com/?cid=3437511940900303498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Brasero,https://www.opentable.com/r/brasero-chicago
Chicago,avec River North,Mediterranean,River North,"141 W Erie St, Chicago, IL 60654, USA",https://www.avecrestaurant.com/,41.8938571,-87.6329428,ChIJ1TvaOWYtDogRW-IvvH1x_DI,https://maps.google.com/?cid=3673936180869587547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,avec River North,https://www.opentable.com/r/avec-river-north-chicago
Chicago,Chicago Cut Steakhouse,Steakhouse,River North,"300 N La Salle Dr, Chicago, IL 60654, USA",https://www.chicagocutsteakhouse.com/,41.8880993,-87.6327417,ChIJQ8QqIbEsDogReNfi-87G-4A,https://maps.google.com/?cid=9294240848300660600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chicago Cut Steakhouse,https://www.opentable.com/chicago-cut-steakhouse
Chicago,Kumiko,Dining Bar,West Loop,"630 W Lake St, Chicago, IL 60661, USA",https://barkumiko.com/,41.8858561,-87.6440948,ChIJVVVFV88sDogRIs6NMpEi61s,https://maps.google.com/?cid=6623425683992202786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Kumiko,https://www.opentable.com/r/kumiko-chicago
Chicago,Asador Bastian,Steakhouse,River North,"214 W Erie St, Chicago, IL 60654, USA",https://asadorbastian.com/,41.8940917,-87.6348275,ChIJk8Z5cdstDogRdMPc0yBZB5M,https://maps.google.com/?cid=10594534645940667252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Asador Bastian,https://www.opentable.com/r/asador-bastian-chicago
Chicago,Thattu,Indian,Avondale,"2601 W Fletcher St, Chicago, IL 60618, USA",https://thattu.com/,41.9383958,-87.6931098,ChIJedkJ71TTD4gRpQD9D2X7Skk,https://maps.google.com/?cid=5281309924523835557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thattu,https://www.opentable.com/r/thattu-chicago
Chicago,The Publican,American,West Loop,"837 W Fulton Market, Chicago, IL 60607, USA",https://thepublicanrestaurant.com/,41.8866349,-87.6488498,ChIJjTtBFNAsDogR8QDi0-RQXBk,https://maps.google.com/?cid=1827424492543148273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,The Publican,https://www.opentable.com/r/the-publican-chicago
Chicago,Anelya,Ukrainian,Avondale,"3472 N Elston Ave, Chicago, IL 60618, USA",https://www.anelyarestaurant.com/menu,41.9442056,-87.7056575,ChIJX0Q0cfnND4gRQls6tng3lEQ,https://maps.google.com/?cid=4941635682725157698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Anelya,https://www.opentable.com/r/anelya-chicago
Chicago,Bronzeville Winery,Contemporary American,Bronzeville,"4420 S Cottage Grove Ave, Chicago, IL 60653, USA",https://www.bronzevillewinery.com/,41.8142125,-87.6069522,ChIJLZ2WbDwpDogR2A7JbXKusW8,https://maps.google.com/?cid=8048405815579184856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Bronzeville Winery,https://www.opentable.com/r/bronzeville-winery-chicago
Chicago,Valhalla,Contemporary American,Bucktown / Wicker Park,"2020 W Division St, Chicago, IL 60622, USA",https://www.valhallachicago.com/,41.9034839,-87.6782037,ChIJa3XLkmfTD4gR9cSTo_vRhqQ,https://maps.google.com/?cid=11855393947810776309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Valhalla,https://www.opentable.com/r/valhalla
Chicago,After,Cocktail Bar,West Loop,"302 N Green St 3rd Floor, Chicago, IL 60607, USA",https://www.abarestaurants.com/,41.887005,-87.6488501,ChIJHy_uxjQtDogREgbDgcjizn8,https://maps.google.com/?cid=9209547638817621522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Aba,https://www.opentable.com/r/sushi-san-lincoln-park-chicago
Chicago,Sepia,Contemporary American,West Loop,"123 N Jefferson St, Chicago, IL 60661, USA",https://www.sepiachicago.com/,41.8839596,-87.6425789,ChIJ_0NFbsYsDogRHqnXKkBCgs8,https://maps.google.com/?cid=14952586556187584798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Sepia,https://www.opentable.com/r/sepia-chicago
Chicago,Mariscos San Pedro,Mexican,Pilsen,"1227 W 18th St, Chicago, IL 60608, USA",https://www.mariscossanpedro.com/,41.8578324,-87.6575108,ChIJ7TYHcfotDogRjb9lLcj17ec,https://maps.google.com/?cid=16712284032345685901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mariscos San Pedro,https://www.opentable.com/r/mariscos-san-pedro-chicago
Chicago,Ever,American,West Loop,"1340 W Fulton St, Chicago, IL 60607, USA",https://www.ever-restaurant.com/,41.8869314,-87.6604084,ChIJqUoVvkgtDogRLGIKXcfaiKk,https://maps.google.com/?cid=12216254539036779052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ever Restaurant,https://www.opentable.com/r/ever-chicago
Chicago,PERILLA Korean Steakhouse - Riverwalk,Korean,Downtown / Loop,"225 N Wabash Ave, Chicago, IL 60601, USA",https://perillachicago.com/,41.8866272,-87.6260811,ChIJbS02vOgtDogRBF0gU49SmLc,https://maps.google.com/?cid=13229414680929262852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,PERILLA steakhouse,https://www.opentable.com/r/perilla-korean-steakhouse-chicago
Chicago,Moody Tongue Brewing Company,Brewery,South Loop,"2515 S Wabash Ave, Chicago, IL 60616, USA",https://www.moodytongue.com/,41.8469335,-87.6252206,ChIJKREupjctDogRPMJ46mxncfM,https://maps.google.com/?cid=17541915741072704060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Moody Tongue,https://www.opentable.com/r/moody-tongue-brewing-company-chicago
Chicago,Cariño,Latin American,Uptown,"4662 N Broadway, Chicago, IL 60640, USA",https://carinochicago.com/,41.966924,-87.6587572,ChIJ8USkYSzTD4gRNzwpxKgihBI,https://maps.google.com/?cid=1334229497849396279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Cariño,https://www.opentable.com/r/carino-chicago-2
Chicago,Khmai,Cambodian,North of Foster / Rogers Park,"6580 N Sheridan Rd, Chicago, IL 60626, USA",https://khmai-fine-dining.com/,42.0023998,-87.6609823,ChIJNYq9uZXRD4gR5oWsoifO8mc,https://maps.google.com/?cid=7490275799898818022&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Khmai,https://www.opentable.com/r/khmai-chicago
Cincinnati,Mita's Restaurant,Tapas / Small Plates,Cincinnati,"501 Race St, Cincinnati, OH 45202, USA",https://www.mitas.co/,39.1011183,-84.5148646,ChIJTzanAFGxQYgRRlDI8p3yeJo,https://maps.google.com/?cid=11130913239243182150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chef Jose Salazar • Mita's Restaurant | Downtown Cincinnati Restaurant & Tapas,https://www.opentable.com/r/mitas-cincinnati
Cincinnati,Five Kitchen and Bar,American,Over the Rhine,"1324 Vine St, Cincinnati, OH 45202, USA",https://www.fiveonvine.com/,39.1101289,-84.5150504,ChIJadNVsqazQYgRSHroH0dpufk,https://maps.google.com/?cid=17994529540334451272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Five Kitchen & Bar,https://www.opentable.com/r/five-kitchen-and-bar-cincinnati
Cleveland,Flour | Moreland Hills,Italian,Moreland Hills,"34205 Chagrin Blvd, Moreland Hills, OH 44022, USA",https://www.flourrestaurant.com/,41.455111,-81.443116,ChIJgd6zy0UDMYgReTzWpwDfal4,https://maps.google.com/?cid=6803495381005384825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Flour | Moreland Hills,https://www.opentable.com/r/flour-moreland-hills
Cleveland,Blue Point Grille,Seafood,Downtown Cleveland,"700 W St Clair Ave, Cleveland, OH 44113, USA",https://www.bluepointgrille.com/,41.4996492,-81.698936,ChIJwejCoX3wMIgR0FzkNYMYRIU,https://maps.google.com/?cid=9602827257284680912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Blue Point Grille,https://www.opentable.com/r/rosewood-grill-hudson
Cleveland,Edwins Restaurant,French,University Circle,"12383 Cedar Rd, Cleveland Heights, OH 44106, USA",https://edwinsrestaurant.org/,41.5013436,-81.5952513,ChIJKzi1lI_8MIgRsszizRO3drQ,https://maps.google.com/?cid=13003782269765340338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,EDWINS Leadership & Restaurant Institute,https://www.opentable.com/r/friars-table-cleveland
Cleveland,DANTE,American,Tremont,"2247 Professor Ave suite c, Cleveland, OH 44113, USA",https://danteboccuzzi.com/dante-tremont/,41.4816194,-81.6863606,ChIJTVUrMZ_6MIgRiO3k0K14ScA,https://maps.google.com/?cid=13855738416511380872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Dante,https://www.opentable.com/r/dante-cleveland
Cleveland,GINKO,Sushi,Tremont,"2247 Professor Ave B, Cleveland, OH 44113, USA",,41.4815894,-81.6864412,ChIJTVUrMZ_6MIgR1MtMzz-m4wo,https://maps.google.com/?cid=784653553083665364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ginko Restaurant,https://www.opentable.com/r/ginko-cleveland
Columbus,Butcher & Rose,Steakhouse,Columbus,"155 E Broad St, Columbus, OH 43215, USA",https://butcherandrose.com/,39.9623403,-82.9966195,ChIJSZyElmqPOIgRJo0D-FWVDu4,https://maps.google.com/?cid=17153812227166539046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Butcher & Rose,https://www.opentable.com/r/butcher-and-rose-columbus
Columbus,Cento – German Village,Italian,German Village,"595 S 3rd St, Columbus, OH 43215, USA",https://centogermanvillage.com/,39.9502525,-82.9957828,ChIJLxmHY3OPOIgRytHuyXYo1Ys,https://maps.google.com/?cid=10076004231970476490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Cento,https://www.opentable.com/r/cento-german-village-columbus
Columbus,Tucci's - Dublin,Steakhouse,Dublin,"35 N High St, Dublin, OH 43017, USA",https://tuccisdublin.com/,40.1002547,-83.1144276,ChIJsQRNydOSOIgRnRd2N1W3XUw,https://maps.google.com/?cid=5502755896347203485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Tucci's,https://www.opentable.com/r/tuccis-dublin
Columbus,Del Mar – Easton,Mediterranean,Easton,"4089 The Strand E, Columbus, OH 43219, USA",https://delmarmediterranean.com/locations-menus/columbus/,40.0526009,-82.9152778,ChIJq6pqnoeKOIgRgIjbNWTekkI,https://maps.google.com/?cid=4797141075084675200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Del Mar,https://www.opentable.com/r/del-mar-easton
Connecticut,Esh Modern Mediterranean - Fairfield,Mediterranean,Fairfield,"1401 Kings Hwy, Fairfield, CT 06824, USA",http://eshrestaurant.com/,41.1614543,-73.2359132,ChIJD1XG0E0P6IkR_0W4bFJZBnc,https://maps.google.com/?cid=8576640750919894527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Esh Modern Mediterranean,https://www.opentable.com/r/little-owl-west-village
Connecticut,The North Fork Table & Inn,Contemporary American,Southold,"57225 Main Rd, Southold, NY 11971, USA",https://www.northforktableandinn.com/,41.0681104,-72.4171602,ChIJaaLjCIOZ6IkRRnty_FhEhl8,https://maps.google.com/?cid=6883264229465553734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,North Fork Table & Inn,https://www.opentable.com/the-north-fork-table-and-inn
Dallas,Mister Charles,American,Knox / Henderson,"3219 Knox St Suite 170, Dallas, TX 75205, USA",https://themistercharles.com/?utm_source=gmb_site&utm_medium=organic,32.8235287,-96.7902636,ChIJ44NvXSSfToYR0Uh5qUKRvLs,https://maps.google.com/?cid=13527847096211294417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mister Charles,https://www.opentable.com/r/mister-charles-dallas
Dallas,José,Contemporary Mexican,Park Cities,"4931 W Lovers Ln, Dallas, TX 75209, USA",http://www.jose.mx/,32.8515498,-96.8255996,ChIJM3X8wnyeToYRxukn40yztgo,https://maps.google.com/?cid=772001528950548934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,José,https://www.opentable.com/r/jose-dallas
Dallas,Nick & Sam's Steakhouse,Steakhouse,Uptown,"3008 Maple Ave, Dallas, TX 75201, USA",http://www.nick-sams.com/,32.7984933,-96.8074407,ChIJg_4v_TOZToYRiL6IItIqa1E,https://maps.google.com/?cid=5866830021591088776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nick & Sam's,https://www.opentable.com/nick-and-sams-steakhouse
Dallas,Sister,Italian,Park Cities,"2808 Greenville Ave, Dallas, TX 75206, USA",http://www.sempresister.com/?utm_source=gmb_site&utm_medium=organic,32.8233578,-96.7700051,ChIJSZVFlp2fToYR242Hn9tQCk4,https://maps.google.com/?cid=5623395988930006491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Sister Restaurant,https://www.opentable.com/r/sister-dallas
Dallas,Town Hearth,Steakhouse,Design District,"1617 Market Center Blvd, Dallas, TX 75207, USA",http://www.townhearth.com/,32.7923379,-96.8221426,ChIJofSjhE-ZToYRgUJM-JWbIrs,https://maps.google.com/?cid=13484511302718866049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Town Hearth,https://www.opentable.com/r/town-hearth-dallas
Dallas,Tei-An,Japanese,Arts District,"1722 Routh St Suite110, Dallas, TX 75201, USA",http://www.tei-an.com/,32.792057,-96.7955047,ChIJsw_DQCaZToYRnHMnjqCAraA,https://maps.google.com/?cid=11578051644107486108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Tei-An,https://www.opentable.com/r/tei-tei-robata-bar-dallas
Dallas,El Carlos Elegante,Mexican,West Dallas,"1400 N Riverfront Blvd, Dallas, TX 75207, USA",http://www.elcarloselegante.com/?utm_source=gmb_site&utm_medium=organic,32.7901768,-96.8199921,ChIJa8pHcmSZToYRmJREFeQyZqM,https://maps.google.com/?cid=11774154230997488792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,El Carlos Elegante,https://www.opentable.com/r/el-carlos-elegante-dallas
Denver,Tavernetta Denver,Italian,Downtown / LoDo,"1889 16th St Mall, Denver, CO 80202, USA",https://www.tavernettadenver.com/,39.7530169,-105.0019674,ChIJ5fIM0MN4bIcRb-fymS7_krs,https://maps.google.com/?cid=13516146007308691311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Tavernetta,https://www.opentable.com/r/tavernetta-denver
Denver,Alma Fonda Fina,Contemporary Mexican,LoHi,"2556 15th St, Denver, CO 80211, USA",https://www.almalohidenver.com/,39.7580312,-105.0116729,ChIJtcachtF5bIcRZsMfPFA72Ks,https://maps.google.com/?cid=12382712391247315814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Alma Fonda Fina,https://www.opentable.com/r/alma-fonda-fina-denver
Denver,Rioja,Mediterranean,Downtown / LoDo,"1431 Larimer St, Denver, CO 80202, USA",http://www.riojadenver.com/,39.7479417,-104.9994667,ChIJD6avbcV4bIcRTCc7gSIwm-0,https://maps.google.com/?cid=17121331333134231372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Rioja,https://www.opentable.com/r/rioja-denver
Denver,KUMOYA,Japanese,LoHi,"2400 W 32nd Ave, Denver, CO 80211, USA",https://www.kumoyadenver.com/,39.7619216,-105.0160099,ChIJU4pNM6N5bIcRmmTR2FgPuDc,https://maps.google.com/?cid=4014975942069937306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Kumoya - Denver,https://www.opentable.com/r/kumoya-denver
Denver,A5 Steakhouse,Steakhouse,LoHi,"1600 15th St, Denver, CO 80202, USA",https://www.a5denver.com/,39.7502674,-105.001548,ChIJHc-Fz6t5bIcR2mOREy6UcMo,https://maps.google.com/?cid=14587322118670738394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,A5 Steakhouse,https://www.opentable.com/r/a5-steakhouse-denver
Denver,Ash'Kara,Mediterranean,Highlands,"2005 W 33rd Ave, Denver, CO 80211, USA",https://www.ashkaradenver.com/,39.7633856,-105.0115857,ChIJw9FqUex4bIcRpV-3fHDv2TQ,https://maps.google.com/?cid=3808338226326232997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ash'Kara,https://www.opentable.com/r/ashkara-denver
Denver,BRUTØ,Contemporary American,Downtown / LoDo,"1801 Blake St, Denver, CO 80202, USA",http://brutodenver.com/,39.7527783,-104.996991,ChIJabPzMvx5bIcRuR-TMXhM1xQ,https://maps.google.com/?cid=1501753079862861753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,BRUTO,https://www.opentable.com/r/bruto-denver
Denver,Cozobi Fonda Fina,Mexican,Boulder,"909 Walnut St Suite 100, Boulder, CO 80302, USA",https://cozobifondafina.com/,40.0163804,-105.2832568,ChIJTZTpvrHta4cRNLikVfFt58I,https://maps.google.com/?cid=14044314846269585460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Cozobi Fonda Fina,https://www.opentable.com/r/cozobi-fonda-fina-boulder
Denver,Frasca Food and Wine,Italian,Boulder,"1738 Pearl St, Boulder, CO 80302, USA",https://www.frascafoodandwine.com/,40.0192049,-105.2724745,ChIJ32ggfCnsa4cReukO2DP2hXY,https://maps.google.com/?cid=8540502970906634618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Frasca Food and Wine,https://www.opentable.com/r/frasca-food-and-wine
Detroit,Oak & Reel,Italian,Detroit,"2921 E Grand Blvd, Detroit, MI 48202, USA",https://www.oakandreel.com/,42.3721935,-83.066938,ChIJu8KujD3TJIgR5JoETPYl14w,https://maps.google.com/?cid=10148622025070254820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Oak & Reel,https://www.opentable.com/r/oak-and-reel-detroit
Detroit,BARDA,Steakhouse,Detroit,"4842 Grand River Ave, Detroit, MI 48208, USA",http://bardadetroit.com/,42.3485226,-83.0879866,ChIJVYrRpD3NJIgRwKe2VbG0kpc,https://maps.google.com/?cid=10921990720067119040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,BARDA,https://www.opentable.com/r/barda-detroit
Detroit,Bar Pigalle,Contemporary French / American,Detroit,"2915 John R St, Detroit, MI 48201, USA",https://www.barpigalle.com/,42.3449494,-83.0539946,ChIJH7l21QDTJIgRY_-S3ShdD5g,https://maps.google.com/?cid=10957078848513179491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Bar Pigalle,https://www.opentable.com/r/bar-pigalle-detroit
Detroit,Baobab Fare,East African,Detroit,"6568 Woodward Ave Suite 100, Detroit, MI 48202, USA",http://www.baobabfare.com/,42.3701364,-83.0729689,ChIJGylPe3nTJIgRkpVk2bxRz0A,https://maps.google.com/?cid=4670041210149442962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Baobab Fare,https://www.opentable.com/r/baobab-fare-detroit
Detroit,Ladder 4 Wine Bar,Contemporary European,Detroit,"3396 Vinewood St, Detroit, MI 48208, USA",https://www.ladder4winebar.com/,42.3335705,-83.0980565,ChIJd6fDd6AzO4gRbHkDHE4kjZ8,https://maps.google.com/?cid=11496885341642783084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ladder 4 Wine Bar,https://www.opentable.com/r/ladder-4-wine-bar-detroit
Greenville County,CAMP,American,Greenville,"2 E Broad St, Greenville, SC 29601, USA",http://campgvl.com/,34.8468004,-82.3999475,ChIJs9S-5SIxWIgRliXZ9oknX_U,https://maps.google.com/?cid=17680894135585285526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,CAMP Modern American Eatery,https://www.opentable.com/r/camp-greenville
Greenville County,Soby's,Contemporary American,Greenville,"207 S Main St, Greenville, SC 29601, USA",https://sobys.com/,34.8481778,-82.3998694,ChIJw5QEf80xWIgRyhhDirh9ikU,https://maps.google.com/?cid=5010955766950205642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Soby's,https://www.opentable.com/sobys
